address,length,value
"014bdb62",26,"u""Translation"""
"014be8a4",24,"""Config Manager\\Enum\\"""
"014be8c1",12,"""HardwareKey"""
"014be8cd",6,"""Class"""
"014be8d3",7,"""Driver"""
"014be8da",29,"""CurrentDriveLetterAssignment"""
"014be8f7",11,"""DeviceType"""
"014be902",11,"""DeviceDesc"""
"014be90d",7,"""Parent"""
"014be914",13,"""ProviderName"""
"014be921",43,"""System\\CurrentControlSet\\Services\\Class\\%s"""
"014be955",10,"""IDEMaster"""
"014be95f",11,"""PortDriver"""
"014be96a",37,"""Hardware\\DeviceMap\\Scsi\\Scsi Port %d"""
"014be98f",44,"""Scsi Bus %d\\Target Id %d\\Logical Unit Id %d"""
"014be9bb",45,"""System\\CurrentControlSet\\Services\\Cdrom\\Enum"""
"014be9e8",6,"""Count"""
"014be9f5",15,"""\\DosDevices\\E:"""
"014bea04",8,"""Service"""
"014bea0c",11,"""DeviceName"""
"014bea17",7,"""Driver"""
"014bea1e",11,"""Identifier"""
"014bea29",10,"""ImagePath"""
"014bea33",37,"""System\\CurrentControlSet\\Services\\%s"""
"014bea58",10,"""ntdll.dll"""
"014bea62",25,"""NtQuerySystemInformation"""
"014bea7b",26,"""NtQueryInformationProcess"""
"014bea9d",76,"""System\\CurrentControlSet\\Control\\CriticalDeviceDatabase\\primary_ide_channel"""
"014beae9",10,"""ClassGUID"""
"014beaf3",42,"""System\\CurrentControlSet\\Control\\Class\\%s"""
"014beb1d",13,"""Manufacturer"""
"014beb2a",10,"""ProductId"""
"014beb34",16,"""RevisionLevel"""
"014beb46",65,"""System\\CurrentControlSet\\Control\\CriticalDeviceDatabase\\Gencdrom"""
"014beb87",42,"""System\\CurrentControlSet\\Control\\Class\\%s"""
"014bebb1",13,"""LowerFilters"""
"014bebbe",13,"""UpperFilters"""
"014bebcb",42,"""System\\CurrentControlSet\\Services\\%s\\Enum"""
"014bebf5",30,"""System\\CurrentControlSet\\Enum"""
"014bec13",6,"""%s\\%s"""
"014bec23",11,"""HardwareID"""
"014bec2e",15,"""\\DosDevices\\?:"""
"014bec3d",22,"""System\\MountedDevices"""
"014bec53",47,"""System\\CurrentControlSet\\Control\\DeviceClasses"""
"014bec82",15,"""DeviceInstance"""
"014bec91",31,"""System\\CurrentControlSet\\Enum\\"""
"014becb0",11,"""HardwareID"""
"014becbb",15,"""\\DosDevices\\D:"""
"014becca",22,"""System\\MountedDevices"""
"014bece0",47,"""System\\CurrentControlSet\\Control\\DeviceClasses"""
"014bed0f",15,"""DeviceInstance"""
"014bed1e",31,"""System\\CurrentControlSet\\Enum\\"""
"014bed89",7,"""llydbg"""
"014bed90",11,"""tidawindow"""
"014bed9f",27,"""[cpu - main thread, module"""
"014bedba",45,"""monitor - sysinternals: www.sysinternals.com"""
"014bede7",30,"""kakeeware application monitor"""
"014bee09",9,"""18467-41"""
"014bee12",11,"""\\\\.\\regmon"""
"014bee1d",12,"""\\\\.\\filemon"""
"014bee2a",10,"""\\\\.\\ntice"""
"014bee3e",8,"""OLLYDBG"""
"014bee46",14,"""TIdaWindow"""
"014beee4",56,"""This program must be run under Microsoft Windows.\r\n$"""
"014befc2",14,"""\tPID16.DLL"""
"014bfadb",7,"""KERNEL"""
"014bfae2",12,"""FREELIBRARY"""
"014bfaf0",44,"""Borland C++ - Copyright 1995 Borland Intl."""
"014bfc29",47,"""!This program cannot be run in DOS mode.\r\r\n$"""
"014bfde3",9,"""`.rdata"""
"014bfe34",8,""".reloc"""
"014c5ccc",24,"""__GLOBAL_HEAP_SELECTED"""
"014c5ce4",24,"""__MSVCRT_HEAP_SELECT"""
"014c5cfc",16,"""runtime error """
"014c5d10",16,"""TLOSS error\r\n"""
"014c5d20",16,"""SING error\r\n"""
"014c5d30",16,"""DOMAIN error\r\n"""
"014c5d40",40,"""R6028\r\n- unable to initialize heap\r\n"""
"014c5d68",56,"""R6027\r\n- not enough space for lowio initialization\r\n"""
"014c5da0",56,"""R6026\r\n- not enough space for stdio initialization\r\n"""
"014c5dd8",40,"""R6025\r\n- pure virtual function call\r\n"""
"014c5e00",56,"""R6024\r\n- not enough space for _onexit/atexit table\r\n"""
"014c5e38",44,"""R6019\r\n- unable to open console device\r\n"""
"014c5e64",36,"""R6018\r\n- unexpected heap error\r\n"""
"014c5e88",48,"""R6017\r\n- unexpected multithread lock error\r\n"""
"014c5eb8",44,"""R6016\r\n- not enough space for thread data\r\n"""
"014c5ee4",36,"""\r\nabnormal program termination\r\n"""
"014c5f08",44,"""R6009\r\n- not enough space for environment\r\n"""
"014c5f34",44,"""R6008\r\n- not enough space for arguments\r\n"""
"014c5f60",40,"""R6002\r\n- floating point not loaded\r\n"""
"014c5f88",40,"""Microsoft Visual C++ Runtime Library"""
"014c5fb4",28,"""Runtime Error!\n\nProgram: """
"014c5fd4",24,"""<program name unknown>"""
"014c6034",20,"""GetLastActivePopup"""
"014c6048",16,"""GetActiveWindow"""
"014c6058",12,"""MessageBoxA"""
"014c6064",12,"""user32.dll"""
"014c60a8",20,"""dddd, MMMM dd, yyyy"""
"014c60cc",12,"""December"""
"014c60d8",12,"""November"""
"014c60e4",8,"""October"""
"014c60ec",12,"""September"""
"014c60f8",8,"""August"""
"014c6110",8,"""April"""
"014c6118",8,"""March"""
"014c6120",12,"""February"""
"014c612c",8,"""January"""
"014c6164",12,"""Saturday"""
"014c6170",8,"""Friday"""
"014c6178",12,"""Thursday"""
"014c6184",12,"""Wednesday"""
"014c6190",8,"""Tuesday"""
"014c6198",8,"""Monday"""
"014c61a0",8,"""Sunday"""
"014c61c4",24,"""SunMonTueWedThuFriSat"""
"014c61dc",40,"""JanFebMarAprMayJunJulAugSepOctNovDec"""
"014c6342",15,"""GetProcAddress"""
"014c6354",17,"""GetModuleHandleA"""
"014c6368",14,"""GetDriveTypeA"""
"014c6376",14,"""KERNEL32.dll"""
"014c6386",18,"""WOWGetVDMPointer"""
"014c6398",10,"""WOW32.dll"""
"014c63a4",16,"""GetCommandLineA"""
"014c63b6",11,"""GetVersion"""
"014c63c4",12,"""ExitProcess"""
"014c63d2",18,"""TerminateProcess"""
"014c63e6",18,"""GetCurrentProcess"""
"014c63fa",19,"""GetCurrentThreadId"""
"014c6410",12,"""TlsSetValue"""
"014c641e",10,"""TlsAlloc"""
"014c6434",13,"""SetLastError"""
"014c6444",12,"""TlsGetValue"""
"014c6452",14,"""GetLastError"""
"014c6462",15,"""SetHandleCount"""
"014c6474",13,"""GetStdHandle"""
"014c6484",12,"""GetFileType"""
"014c6492",16,"""GetStartupInfoA"""
"014c64a4",22,"""DeleteCriticalSection"""
"014c64bc",20,"""GetModuleFileNameA"""
"014c64d2",24,"""FreeEnvironmentStringsA"""
"014c64ec",24,"""FreeEnvironmentStringsW"""
"014c6506",20,"""WideCharToMultiByte"""
"014c651c",22,"""GetEnvironmentStrings"""
"014c6534",24,"""GetEnvironmentStringsW"""
"014c654e",24,"""GetEnvironmentVariableA"""
"014c6568",14,"""GetVersionExA"""
"014c6578",12,"""HeapDestroy"""
"014c6586",11,"""HeapCreate"""
"014c6594",12,"""VirtualFree"""
"014c65a2",10,"""HeapFree"""
"014c65ae",10,"""WriteFile"""
"014c65ba",26,"""InitializeCriticalSection"""
"014c65d6",22,"""EnterCriticalSection"""
"014c65ee",22,"""LeaveCriticalSection"""
"014c6606",10,"""HeapAlloc"""
"014c6612",10,"""GetCPInfo"""
"014c6628",9,"""GetOEMCP"""
"014c6634",13,"""VirtualAlloc"""
"014c6644",12,"""HeapReAlloc"""
"014c6652",14,"""LoadLibraryA"""
"014c6662",10,"""RtlUnwind"""
"014c666e",20,"""MultiByteToWideChar"""
"014c6684",13,"""LCMapStringA"""
"014c6694",13,"""LCMapStringW"""
"014c66a4",16,"""GetStringTypeA"""
"014c66b6",15,"""GetStringTypeW"""
"014c66c8",21,"""InterlockedDecrement"""
"014c66e0",24,"""InterlockedIncrement"""
"014c674c",10,"""PID32.DLL"""
"014c6756",10,"""L16getacc"""
"014c6768",10,"""L16putacc"""
"014c6772",10,"""L16unload"""
"014c6c0c",12,"""QT_Thunk"""
"014c6c18",12,"""Kernel32"""
"014c6c24",8,"""PutACC"""
"014c6c2c",8,"""GetACC"""
"014c6c34",12,"""pid16.dll"""
"014caca8",16,""".?AVtype_info@@"""
"0150dd50",44,"""dd++eeffgghhiiiiiiiiiiiiYYiiiiXXYYhh\\\\\\\\jj"""
"015260c6",6,"""WSeME"""
"01534e1c",32,"u""\\Registry\\User\\"""
"01534e3c",16,"u""SecuRom"""
"01534e4c",82,"u""!CAUTION! NEVER DELETE OR CHANGE ANY KEY"""
"01534ea4",20,"u""\\SOFTWARE"""
"01535c18",24,""".?AVCWinApiException@@"""
"01535c30",40,"""Assertion failed: %s, file %s, line %d\n"""
"01535dc0",51,"""_hread(%d) hook: new pos %d, old pos %d, length %d"""
"01535df4",14,"""wrapper_hooks"""
"01535e0c",15,"""_hread(%d): %s"""
"01535e1c",14,"""wrapper_hooks"""
"01535e2c",35,"""_hread(%d) failed: pos %d, size %d"""
"01535e50",14,"""wrapper_hooks"""
"01535e60",20,"""_hwrite_hook() hook"""
"01535e74",16,"""wrapper_hooks"""
"01535e84",45,"""_lclose() hook on interesting file, hFile %d"""
"01535eb4",14,"""wrapper_hooks"""
"01535ec4",44,"""_lopen() hook on interesting file, hFile %d"""
"01535ef0",14,"""wrapper_hooks"""
"01535f00",45,"""_lcreat() hook on interesting file, hFile %d"""
"01535f30",14,"""wrapper_hooks"""
"01535f40",66,"""_llseek_hook(%d) hook, offset %d, type %d; pos new %d, pos old %d"""
"01535f84",14,"""wrapper_hooks"""
"01535f94",51,"""_lread(%d) hook: new pos %d, old pos %d, length %d"""
"01535fc8",14,"""wrapper_hooks"""
"01535fe0",15,"""_lread(%d): %s"""
"01535ff0",14,"""wrapper_hooks"""
"01536000",35,"""_lread(%d) failed: pos %d, size %d"""
"01536024",14,"""wrapper_hooks"""
"01536034",24,"""_lwrite_hook(%d) hook"""
"0153604c",16,"""wrapper_hooks"""
"0153605c",46,"""OpenFile() hook on interesting file, hFile %d"""
"0153608c",16,"""OpenFile_hook()"""
"0153609c",47,"""GetFileSize(%d) hook: new size %d, old size %d"""
"015360cc",14,"""wrapper_hooks"""
"015360dc",23,"""GetFileSizeEx(%d) hook"""
"015360f4",14,"""wrapper_hooks"""
"01536108",68,"""SetFilePointer(%d) hook, offset %d, type %d; pos new %d, pos old %d"""
"0153614c",14,"""wrapper_hooks"""
"0153615c",26,"""SetFilePointerEx(%d) hook"""
"01536178",14,"""wrapper_hooks"""
"01536188",22,"""SetEndOfFile(%d) hook"""
"015361a0",14,"""wrapper_hooks"""
"015361b0",36,"""GetFileInformationByHandle(%d) hook"""
"015361d4",14,"""wrapper_hooks"""
"015361e4",43,"""CreateFileA() hook on interesting file: %d"""
"01536210",14,"""wrapper_hooks"""
"01536220",43,"""CreateFileW() hook on interesting file: %d"""
"0153624c",14,"""wrapper_hooks"""
"0153625c",43,"""CloseHandle() hook on interesting file: %d"""
"01536288",14,"""wrapper_hooks"""
"01536298",53,"""ReadFile(%d) hook: replacing header, pos %d, size %d"""
"015362d0",14,"""wrapper_hooks"""
"015362e0",53,"""ReadFile(%d) hook: new pos %d, old pos %d, length %d"""
"01536318",14,"""wrapper_hooks"""
"01536330",17,"""ReadFile(%d): %s"""
"01536344",14,"""wrapper_hooks"""
"01536354",37,"""ReadFile(%d) failed: pos %d, size %d"""
"0153637c",14,"""wrapper_hooks"""
"0153638c",18,"""FindNextFileA(%d)"""
"015363a0",14,"""wrapper_hooks"""
"015363b0",18,"""FindNextFileW(%d)"""
"015363c4",14,"""wrapper_hooks"""
"015363d4",23,"""FindFirstFileA(%d): %s"""
"015363ec",14,"""wrapper_hooks"""
"015363fc",50,"""FindFirstFileA(%d) hook: new size %d, old size %d"""
"01536430",14,"""wrapper_hooks"""
"01536440",23,"""FindFirstFileW(%d): %s"""
"01536458",14,"""wrapper_hooks"""
"01536468",50,"""FindFirstFileW(%d) hook: new size %d, old size %d"""
"0153649c",14,"""wrapper_hooks"""
"015364ac",14,"""FindClose(%d)"""
"015364bc",14,"""wrapper_hooks"""
"015364cc",35,"""DuplicateHandle(%d) hook: %d -> %d"""
"015364f0",14,"""wrapper_hooks"""
"01536500",161,"""7001B7B69925565A37940C5329576FF0E576D1CC47A939AA10AA0C8EDEBBF945A463BD38D0B9D9861E92{%s}7405E7EE3B1E9E99{%s}85B97CA43EC8937939E4618464F5F035{%d}7EEFE950C9D841AA"""
"015365a4",34,"""---------------------------------"""
"015365c8",14,"""wrapper_hooks"""
"015365d8",12,"""CreateFileA"""
"015365e4",13,"""kernel32.dll"""
"015365f4",12,"""CreateFileW"""
"01536600",13,"""kernel32.dll"""
"01536610",12,"""CloseHandle"""
"0153661c",13,"""kernel32.dll"""
"0153662c",9,"""ReadFile"""
"01536638",13,"""kernel32.dll"""
"01536648",19,"""CreateFileMappingA"""
"0153665c",13,"""kernel32.dll"""
"0153666c",19,"""CreateFileMappingW"""
"01536680",13,"""kernel32.dll"""
"01536690",17,"""OpenFileMappingA"""
"015366a4",13,"""kernel32.dll"""
"015366b4",17,"""OpenFileMappingW"""
"015366c8",13,"""kernel32.dll"""
"015366d8",14,"""MapViewOfFile"""
"015366e8",13,"""kernel32.dll"""
"015366f8",16,"""MapViewOfFileEx"""
"01536708",13,"""kernel32.dll"""
"01536718",16,"""UnmapViewOfFile"""
"01536728",13,"""kernel32.dll"""
"01536738",12,"""GetFileSize"""
"01536744",13,"""kernel32.dll"""
"01536754",14,"""GetFileSizeEx"""
"01536764",13,"""kernel32.dll"""
"01536774",15,"""SetFilePointer"""
"01536784",13,"""kernel32.dll"""
"01536794",17,"""SetFilePointerEx"""
"015367a8",13,"""kernel32.dll"""
"015367b8",13,"""SetEndOfFile"""
"015367c8",13,"""kernel32.dll"""
"015367d8",27,"""GetFileInformationByHandle"""
"015367f4",13,"""kernel32.dll"""
"01536804",7,"""_hread"""
"0153680c",13,"""kernel32.dll"""
"0153681c",8,"""_lclose"""
"01536824",13,"""kernel32.dll"""
"01536834",7,"""_lopen"""
"0153683c",13,"""kernel32.dll"""
"0153684c",8,"""_lcreat"""
"01536854",13,"""kernel32.dll"""
"01536864",8,"""_llseek"""
"0153686c",13,"""kernel32.dll"""
"0153687c",7,"""_lread"""
"01536884",13,"""kernel32.dll"""
"01536894",9,"""OpenFile"""
"015368a0",13,"""kernel32.dll"""
"015368b0",10,"""FindClose"""
"015368bc",13,"""kernel32.dll"""
"015368cc",15,"""FindFirstFileA"""
"015368dc",13,"""kernel32.dll"""
"015368ec",15,"""FindFirstFileW"""
"015368fc",13,"""kernel32.dll"""
"0153690c",14,"""FindNextFileA"""
"0153691c",13,"""kernel32.dll"""
"0153692c",14,"""FindNextFileW"""
"0153693c",13,"""kernel32.dll"""
"0153694c",16,"""DuplicateHandle"""
"0153695c",13,"""kernel32.dll"""
"0153696c",13,"""LoadLibraryA"""
"0153697c",13,"""kernel32.dll"""
"0153698c",13,"""LoadLibraryW"""
"0153699c",13,"""kernel32.dll"""
"015369ac",15,"""GetProcAddress"""
"015369bc",13,"""kernel32.dll"""
"015369d0",117,"""7001B7B69925565A37940C5329576FF0E576B4CC472E39DE420340D0448229A93AC4A6E3398BAA7991D71DF82A0F7BCD9A6294710DB4ED1F7000"""
"01536a48",14,"""hooks applied"""
"01536a58",14,"""wrapper_hooks"""
"01536a68",20,"""map/set<T> too long"""
"01536a80",28,"""invalid map/set<T> iterator"""
"01536aac",8,"""%s: %s\n"""
"01536ab8",8,"""%s: %s\n"""
"01536ac0",20,"""0123456789abcdef"""
"01536ad4",20,"""0123456789ABCDEF"""
"01536aec",23,"""no table, unknown (%d)"""
"01536b04",13,"""unknown (%d)"""
"01537880",8,"""DEFAULT"""
"01537888",12,"""-maerzen"""
"01537954",8,"""false"""
"01537964",8,"""false"""
"01537974",8,"""false"""
"01537984",8,"""false"""
"01537994",8,"""false"""
"015379a4",8,"""false"""
"015379b4",8,"""false"""
"015379c4",8,"""false"""
"01537d28",8,"""false"""
"01537d38",8,"""false"""
"01537d48",8,"""false"""
"01537d58",8,"""false"""
"01537d68",8,"""false"""
"01537d78",8,"""false"""
"01537d88",8,"""false"""
"01537d98",8,"""false"""
"01537da8",8,"""false"""
"01537db8",8,"""false"""
"01537dc8",8,"""false"""
"01537dd8",8,"""false"""
"01537de8",8,"""false"""
"01537df8",8,"""false"""
"01537e08",8,"""false"""
"01537e18",8,"""false"""
"01537e28",8,"""false"""
"01537e38",8,"""false"""
"01537e48",8,"""false"""
"01537e58",8,"""false"""
"01537e68",8,"""false"""
"01537e78",8,"""false"""
"01539380",12,"""\\windows"""
"0153938c",12,"""\\Systemroot"""
"01539398",20,"""\\system32\\drivers\\"""
"015393b4",19,"""vector<T> too long"""
"0153d260",16,"""drm_dialogs.dat"""
"0153d270",16,"""drm_dialogs.dll"""
"0153d280",20,"""SecuROM Unlock Key"""
"0153d294",24,"""Invalid Key entered."""
"0153d320",16,"""Language.dat"""
"0153d3ec",11,"""%CUSTOMER%"""
"0153d3f8",12,"""%PROJECT%"""
"0153d404",7,"""%DATE%"""
"0153d40c",7,"""%DAYS%"""
"0153d414",8,"""%TIMES%"""
"0153d41c",8,"""%TIMES%"""
"0153d424",7,"""%DAYS%"""
"0153d42c",8,"""%DRIVE%"""
"0153d434",7,"""%FILE%"""
"0153d91c",6,"""false"""
"0153d92c",6,"""false"""
"0153d93c",6,"""false"""
"0153d94c",6,"""false"""
"0153d95c",6,"""false"""
"0153d96c",6,"""false"""
"0153d97c",6,"""false"""
"0153d98c",6,"""false"""
"0153d99c",6,"""false"""
"0153d9ac",6,"""false"""
"0153d9bc",6,"""false"""
"0153d9cc",6,"""false"""
"0153d9dc",6,"""false"""
"0153d9ec",6,"""false"""
"0153d9fc",6,"""false"""
"0153da08",689,"""700115400BDFB71DDB45851A02AE5EA23C608A8535F2995889FC75F7CA71E93F7D32700B58CB44CB120C03C06ED3947354B9{%s}6FFBABC11AA5589B0D8F4EA607AF0D370406051E9F88D6F8{%s}38C9E782E6C1E53EB267852FB5AAFE83B871FC40AE574322{%s}FF62B2A8F9F04C29D204B666136CDA8CC00641600F81CA36B871FC40AE574322{%s}087012D7A0862AB8F28C3323E7288CC7{%s}96D4E2791C066F0FC82EB616573612B5{%s}FEF92DE84D7B34D1{%s}E85E86C0B91C218B{%s}2444CB034F6BAE751DEEF7CBAEE31951{%s}8AE5BC5CCC3BB6E7{%s}1AB196D0CAA2F496B7B656E988BCC66BE64F02275474F18B{%s}38C9E782E6C1E53E37D13914633FC93803C06ED3947354B9{%s}1AB196D0CAA2F496922CDE83676C067735D48CD986ECB575{%s}7D149C1FD5F19AEB96F94679681A14FF{%s}13C7C187C1AC3740782493427C4E16EE8D94C499063C724B{%s}"""
"0153dcc0",257,"""700115400BDFB71DDB45F50A1700568DACDC2F5381C6870F1C80AF1056326D54F14DCB7CC1DC7AD0239C{%s}59AB89614CFE81E5C840104FD72D83EC{%c}{%c}{%c}{%c}71222D8DDA717615ED6E2E4853E09D3C{%d}575E1132DA3E0B087C8AF99B69D82123A3A15A227047710AD61AD881611F4842B871FC40AE574322{%s}"""
"0153ddc4",12,"""SecuExp.exe"""
"0153ddf0",16,"""AnalysisLog.sr0"""
"0153de04",8,"""%s \""%s\"""""
"0153de10",39,"""{6AFFED6A-A88F-42c4-89EC-62DE2A665811}"""
"0153e190",28,"""AgDhrelVasbezngvbaCebprff"""
"0153e1b8",16,"""sony_ssm.sys"""
"0153e1d8",57,"""7001F49207E8A136E60CD0599D23B6B84E1595CACB32034E1C45{%s}"""
"0153e214",6,"""%s\\%s"""
"0153e220",109,"""7001CB36E225DA646784860577934AEADD5EDC52F8F2C0AFC0B997E50AE426D9E83AB0C1145A9D62EA60{%d}7405E7EE3B1E9E99{%d}"""
"0153e290",7,"""\\\\.\\%s"""
"0153e298",197,"""7001CE7A6822870BECD67B61D517C9902EA0428003E93F930DF920A86245901ACE101AACBAD7C623E473{%d}A44F63D433417624{%02d}A44F63D433417624{%04d}67673AC3D3D83F6E{%d}A44F63D433417624{%02d}A44F63D433417624{%04d}"""
"0153e360",133,"""70010CEB2DD71D0A0C043D003C0D63FA5AA13F75012DFD528D1439B12B292A7CAD879AFAEAD051F9E9EB{%d}A44F63D433417624{%02d}A44F63D433417624{%04d}"""
"0153e3e8",177,"""7001CB36E225DA6467847024674C78201755DC52F8F2C0AFC0B997E50AE426D9E83A2D32CD952E4498955227F12258614836D664FBB1AE21971E03C06ED3947354B9{%d}7405E7EE3B1E9E99{%d}7405E7EE3B1E9E99{%d}"""
"0153e4a0",177,"""7001CB36E225DA6467847024674C78201755DC52F8F2C0AFC0B997E50AE426D9E83A58317E2A7C42843CEB9BA9F09740F9CD701F976C5334994F4A06F2B3435DBA22{%d}7405E7EE3B1E9E99{%d}7405E7EE3B1E9E99{%d}"""
"0153e620",16,"""CmdLineExt.dll"""
"0153e634",60,"""CLSID\\{9869EFB4-18E9-11D3-A837-00104B9E30B5}\\InprocServer32"""
"0153e670",18,"""DllRegisterServer"""
"0153e684",20,"""DllUnregisterServer"""
"0153e698",12,"""installed"""
"0153e6a4",8,"""updated"""
"0153e6ac",20,"""no update needed"""
"0153e6c0",8,"""error"""
"0153e6c8",28,"""retrieving version failed"""
"0153e6e4",20,"""extraction failed"""
"0153e6f8",20,"""registration failed"""
"0153e70c",7,"""\\\\.\\%s"""
"0153e714",11,"""\\\\.\\VXDLDR"""
"0153e720",7,"""\\\\.\\%s"""
"0153e73c",13,"""SETUPAPI.DLL"""
"0153e74c",21,"""SetupDiGetClassDevsA"""
"0153e764",29,"""SetupDiDestroyDeviceInfoList"""
"0153e784",22,"""SetupDiEnumDeviceInfo"""
"0153e79c",34,"""SetupDiGetDeviceRegistryPropertyA"""
"0153e7c0",20,"""SetupDiRemoveDevice"""
"0153e7dc",35,"""SYSTEM\\CurrentControlSet\\Services\\"""
"0153e800",10,"""ImagePath"""
"0153e810",9,"""drivers\\"""
"0153f92c",13,"""wnaspi32.dll"""
"0153f93c",18,"""SendASPI32Command"""
"0153f950",13,"""wnaspi32.dll"""
"0153f960",21,"""GetASPI32SupportInfo"""
"0153f978",8,"""success"""
"0153f980",7,"""failed"""
"0153f988",28,"""failed to load WNASPI32.DLL"""
"0153f9a4",38,"""failed to get ASPI function addresses"""
"0153f9cc",22,"""no ASPI devices found"""
"0153f9e4",12,"""failed init"""
"0153f9f0",21,"""command unsuccessful"""
"0153fa08",17,"""old ASPI manager"""
"0153fa1c",25,"""no ASPI manager resident"""
"0153fa38",27,"""mismatched ASPI components"""
"0153fa54",12,"""no adapters"""
"0153fa60",17,"""bad ASPI install"""
"0153fa74",13,"""unknown (%d)"""
"0153fa84",8,"""EMPTY"""
"0153fa8c",32,"""%s(..) returned error %d - %s"""
"0153faac",16,"""unknown (%d)"""
"0153fb2c",16,"""CcdAccessAspi()"""
"0153fc10",12,"""NO_SENSE"""
"0153fc1c",16,"""RECOVERED_ERROR"""
"0153fc2c",12,"""NOTREADY"""
"0153fc38",16,"""MEDIUM_ERROR"""
"0153fc48",16,"""HARDWARE_ERROR"""
"0153fc58",16,"""ILLEGAL_REQUEST"""
"0153fc68",16,"""UNIT_ATTENTION"""
"0153fc78",16,"""DATA_PROTECT"""
"0153fc88",12,"""BLANK_CHECK"""
"0153fc94",16,"""VENDOR_SPECIFIC"""
"0153fca4",16,"""COPY_ABORTED"""
"0153fcb4",16,"""ABORTED_COMMAND"""
"0153fcc4",8,"""EQUAL"""
"0153fccc",16,"""VOLUME_OVERFLOW"""
"0153fcdc",12,"""MISCOMPARE"""
"0153fce8",16,"""UNKNOWN (%02X)"""
"0153fcf8",288,"""Valid %d\nError code 0x%02X\nSegment number %d\nSense key %s\nIncorrect length indicator %d\nEnd of medium %d\nFilemark %d\nInformation %s\nAdditional sense length %d\nCommand specific information %s\nAdditional sense code 0x%02X\nAdditional sense code qualifier 0x%02X\n\nSense data (%d byte):\n%s\n"""
"0153fe18",16,"""DeviceIoControl"""
"0153fe28",16,"""DeviceIoControl"""
"0153fe38",8,"""\\\\.\\%c:"""
"0153fe50",20,"""Config Manager\\Enum"""
"0153fe64",12,"""HardWareKey"""
"0153fe70",6,"""SCSI\\"""
"0153fe78",8,"""ENUM\\%s"""
"0153fe80",6,"""Class"""
"0153fe88",6,"""CDROM"""
"0153fe90",29,"""CurrentDriveLetterAssignment"""
"0153feb0",10,"""ProductId"""
"0153febc",13,"""Manufacturer"""
"0153fecc",14,"""RevisionLevel"""
"0153ff08",16,"""%c:\\Offset.dat"""
"01542be0",413,"""7001D877EE583B01956640C155660B5DC6042DFDF4E1E25022B1B871FC40AE574322{%f}29C8E3E7D6206C84{%f}44163BC887021477FB54CE55748A841F3F0E41E152ECC1619C6F8295D930D346{%f}DACA80D3AB0A3E41{%f}1E88844EE8BDC04B76462BB7C6A3EA85{%f}1886F18D7589BFFDC9F8F77FCB74252F{%f}6EAD6D9A6EB7FEA3{%f}CE23EFC86D36C14AED7AF86082C67A2C03C06ED3947354B9{%f}6EAD6D9A6EB7FEA3{%f}892BA70B55A580D16D5A7DD9EE25F28B210692503C31F20D{%s}7EEFE950C9D841AA"""
"01543384",9,"""temp.ani"""
"01543390",6,"""%s\\%s"""
"015433a0",9,"""temp.dat"""
"015433b0",16,"""%s\\drivers\\%s"""
"015433c0",16,"""%s\\IOSUBSYS\\%s"""
"015433d0",12,"""%s %d %c"""
"015433dc",12,"""Debug Info"""
"015433e8",14,"""%s\\drivers\\%s"""
"015433f8",15,"""%s\\IOSUBSYS\\%s"""
"01543408",9,"""Len: %d\n"""
"01543464",6,"""%s\\%s"""
"0154347c",6,"""%s\\%s"""
"01543498",6,"""%s\\%s"""
"015434b0",6,"""%s\\%s"""
"015434cc",6,"""%s\\%s"""
"015434e8",6,"""%s\\%s"""
"01543504",6,"""%s\\%s"""
"01543524",6,"""%s\\%s"""
"01543540",6,"""%s\\%s"""
"01543558",6,"""%s\\%s"""
"01543574",6,"""%s\\%s"""
"01543590",6,"""%s\\%s"""
"015435b8",12,"""HardWareKey"""
"01543778",12,"""SCSIADAPTER"""
"015437e8",39,"""{4D36E97B-E325-11CE-BFC1-08002BE10318}"""
"0154393c",8,"""\\\\.\\%c:"""
"01543954",15,"""IsWow64Process"""
"01543964",13,"""Kernel32.dll"""
"01543e0c",12,"""USER32.dll"""
"01543e18",12,"""MessageBoxA"""
"01543e24",12,"""USER32.dll"""
"01543e30",16,"""KERNEL32.dll"""
"01543e40",12,"""GetVersion"""
"01543e4c",16,"""KERNEL32.dll"""
"01543e5c",16,"""KERNEL32.dll"""
"01543e6c",16,"""GetVersionExA"""
"01543e7c",16,"""KERNEL32.dll"""
"01543e8c",16,"""KERNEL32.dll"""
"01543e9c",12,"""CreateFileA"""
"01543ea8",16,"""KERNEL32.dll"""
"01543eb8",13,"""KERNEL32.dll"""
"01543ec8",12,"""CloseHandle"""
"01543ed4",13,"""KERNEL32.dll"""
"01543ee4",16,"""KERNEL32.dll"""
"01543ef4",12,"""WriteFile"""
"01543f00",16,"""KERNEL32.dll"""
"01543f10",16,"""KERNEL32.dll"""
"01543f20",12,"""ReadFile"""
"01543f2c",16,"""KERNEL32.dll"""
"01543f3c",16,"""KERNEL32.dll"""
"01543f4c",16,"""SetFilePointer"""
"01543f5c",16,"""KERNEL32.dll"""
"01543f6c",16,"""KERNEL32.dll"""
"01543f7c",20,"""CreateFileMappingA"""
"01543f90",16,"""KERNEL32.dll"""
"01543fa0",16,"""KERNEL32.dll"""
"01543fb0",16,"""MapViewOfFile"""
"01543fc0",16,"""KERNEL32.dll"""
"01543fd0",16,"""KERNEL32.dll"""
"01543fe0",16,"""UnmapViewOfFile"""
